clause_id,doc_id,document,regulation_type,year,pasal,ayat,huruf,angka,source_location,bab,bagian,paragraf,clause_text,word_count,segmentation_note,unit_text_before_atomic_split,is_substantive,non_substantive_reason,policy_theme,label_id,label_source,rule_keyword,confidence,review_flag,keyword_scores_json,weighted_hits_json,audit_note,technical_tariff_clause,technical_tariff_evidence,domain_markers,domain_marker_evidence,best_theme_candidate,best_theme_score,final_label_score,audit_label_consistent,second_theme_candidate,second_theme_score,score_margin,n_matched_keywords_best_theme,n_matched_keywords_all_themes,top_evidence_keywords,strong_evidence_keywords,weak_or_ambiguous_evidence_keywords,evidence_strength
C00023,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,19,Pasal 1 angka 19,BAB I,,,Pengusahaan jasa energi adalah kegiatan menyelenggarakan usaha jasa yang secara langsung atau tidak langsung berkaitan dengan penyediaan dan/atau pemanfaatan energi,21,angka-level clause,Pengusahaan jasa energi adalah kegiatan menyelenggarakan usaha jasa yang secara langsung atau tidak langsung berkaitan dengan penyediaan dan/atau pemanfaatan energi.,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,,0.0,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",no keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,0,,,,no_evidence
C00024,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,20,Pasal 1 angka 20,BAB I,,,"Cadangan energi adalah sumber daya energi yang sudah diketahui lokasi, jumlah, dan mutunya",13,angka-level clause,"Cadangan energi adalah sumber daya energi yang sudah diketahui lokasi, jumlah, dan mutunya.",True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,cadangan energi,0.55,True,"{""Energy Security"": 1.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""cadangan energi"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Energy Security,1.0,1.0,True,Environmental Protection and Safety,0.0,1.0,1,1,cadangan energi,,,weak_evidence
C00025,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,21,Pasal 1 angka 21,BAB I,,,Diversifikasi energi adalah penganekaragaman pemanfaatan sumber energi,7,angka-level clause,Diversifikasi energi adalah penganekaragaman pemanfaatan sumber energi.,True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,diversifikasi energi,0.55,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 1.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""diversifikasi energi"", ""weight"": 1.0}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Renewable and Sustainable Energy,1.0,1.0,True,Environmental Protection and Safety,0.0,1.0,1,1,diversifikasi energi,,,weak_evidence
C00026,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,22,Pasal 1 angka 22,BAB I,,,Cadangan strategis adalah cadangan energi untuk masa depan,8,angka-level clause,Cadangan strategis adalah cadangan energi untuk masa depan.,True,substantive_candidate,Energy Security,L1,weighted-rule-assisted,"cadangan energi, cadangan strategis",0.68,False,"{""Energy Security"": 2.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""cadangan energi"", ""weight"": 1.0}, {""keyword"": ""cadangan strategis"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Energy Security,2.0,2.0,True,Environmental Protection and Safety,0.0,2.0,2,2,"cadangan energi, cadangan strategis",,,strong_evidence
C00027,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,23,Pasal 1 angka 23,BAB I,,,"Konservasi energi adalah upaya sistematis, terencana, dan terpadu guna melestarikan sumber daya energi dalam negeri serta meningkatkan efisiensi pemanfaatannya",19,angka-level clause,"Konservasi energi adalah upaya sistematis, terencana, dan terpadu guna melestarikan sumber daya energi dalam negeri serta meningkatkan efisiensi pemanfaatannya.",True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,konservasi energi,0.68,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 2.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""konservasi energi"", ""weight"": 2.0}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Renewable and Sustainable Energy,2.0,2.0,True,Environmental Protection and Safety,0.0,2.0,1,1,konservasi energi,konservasi energi,,strong_evidence
C00028,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,24,Pasal 1 angka 24,BAB I,,,Konservasi sumber daya energi adalah pengelolaan sumber daya energi yang menjamin pemanfaatannya dan persediaannya dengan tetap memelihara dan meningkatkan kualitas nilai dan keanekaragamannya,23,angka-level clause,Konservasi sumber daya energi adalah pengelolaan sumber daya energi yang menjamin pemanfaatannya dan persediaannya dengan tetap memelihara dan meningkatkan kualitas nilai dan keanekaragamannya.,True,substantive_candidate,Renewable and Sustainable Energy,L3,weighted-rule-assisted,konservasi sumber daya energi,0.596,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 1.35, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [{""keyword"": ""konservasi sumber daya energi"", ""weight"": 1.35}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Renewable and Sustainable Energy,1.35,1.35,True,Environmental Protection and Safety,0.0,1.35,1,1,konservasi sumber daya energi,,,moderate_evidence
C00029,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,25,Pasal 1 angka 25,BAB I,,,"Kebijakan energi nasional adalah kebijakan pengelolaan energi yang berdasarkan prinsip berkeadilan, berkelanjutan, dan berwawasan lingkungan guna terciptanya kemandirian dan ketahanan energi nasional",22,angka-level clause,"Kebijakan energi nasional adalah kebijakan pengelolaan energi yang berdasarkan prinsip berkeadilan, berkelanjutan, dan berwawasan lingkungan guna terciptanya kemandirian dan ketahanan energi nasional.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"kebijakan energi nasional, pengelolaan energi, kebijakan",0.788,False,"{""Energy Security"": 2.0, ""Energy Access and Equity"": 1.0, ""Renewable and Sustainable Energy"": 1.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 3.6, ""Environmental Protection and Safety"": 1.0}","{""Energy Security"": [{""keyword"": ""ketahanan energi"", ""weight"": 2.0}], ""Energy Access and Equity"": [{""keyword"": ""berkeadilan"", ""weight"": 1.0}], ""Renewable and Sustainable Energy"": [{""keyword"": ""berkelanjutan"", ""weight"": 1.0}], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""kebijakan energi nasional"", ""weight"": 2.35}, {""keyword"": ""pengelolaan energi"", ""weight"": 1.0}, {""keyword"": ""kebijakan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": [{""keyword"": ""berwawasan lingkungan"", ""weight"": 1.0}]}",weighted keyword rule,False,,,,Governance and Institutional Responsibility,3.6,3.6,True,Energy Security,2.0,1.6,3,7,"kebijakan energi nasional, pengelolaan energi, kebijakan",kebijakan energi nasional,kebijakan,strong_evidence
C00030,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,26,Pasal 1 angka 26,BAB I,,,"Dewan Energi Nasional adalah suatu lembaga bersifat nasional, mandiri, dan tetap, yang bertanggung jawab atas kebijakan energi nasional",18,angka-level clause,"Dewan Energi Nasional adalah suatu lembaga bersifat nasional, mandiri, dan tetap, yang bertanggung jawab atas kebijakan energi nasional.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"dewan energi nasional, kebijakan energi nasional, kebijakan",0.966,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 4.95, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""dewan energi nasional"", ""weight"": 2.35}, {""keyword"": ""kebijakan energi nasional"", ""weight"": 2.35}, {""keyword"": ""kebijakan"", ""weight"": 0.25}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Governance and Institutional Responsibility,4.95,4.95,True,Environmental Protection and Safety,0.0,4.95,3,3,"dewan energi nasional, kebijakan energi nasional, kebijakan","dewan energi nasional, kebijakan energi nasional",kebijakan,strong_evidence
C00031,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,27,Pasal 1 angka 27,BAB I,,,"Rencana umum energi adalah rencana pengelolaan energi untuk memenuhi kebutuhan energi di suatu wilayah, antarwilayah, atau nasional",17,angka-level clause,"Rencana umum energi adalah rencana pengelolaan energi untuk memenuhi kebutuhan energi di suatu wilayah, antarwilayah, atau nasional.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"rencana umum energi, pengelolaan energi",0.675,False,"{""Energy Security"": 1.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 2.35, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [{""keyword"": ""kebutuhan energi"", ""weight"": 1.0}], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""rencana umum energi"", ""weight"": 1.35}, {""keyword"": ""pengelolaan energi"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Governance and Institutional Responsibility,2.35,2.35,True,Energy Security,1.0,1.35,2,3,"rencana umum energi, pengelolaan energi",,,strong_evidence
C00032,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,28,Pasal 1 angka 28,BAB I,,,"Pemerintah Pusat, selanjutnya disebut Pemerintah, adalah Presiden Republik Indonesia yang memegang kekuasaan pemerintahan negara Republik Indonesia sebagaimana dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia Tahun 1945",27,angka-level clause,"Pemerintah Pusat, selanjutnya disebut Pemerintah, adalah Presiden Republik Indonesia yang memegang kekuasaan pemerintahan negara Republik Indonesia sebagaimana dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"pemerintah, pemerintah pusat",0.576,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 1.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""pemerintah"", ""weight"": 0.2}, {""keyword"": ""pemerintah pusat"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule; needs review due to low score or small margin,False,,,,Governance and Institutional Responsibility,1.2,1.2,True,Environmental Protection and Safety,0.0,1.2,2,2,"pemerintah pusat, pemerintah",,pemerintah,weak_evidence
C00033,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,29,Pasal 1 angka 29,BAB I,,,"Pemerintah daerah adalah gubernur, bupati, atau walikota dan perangkat daerah sebagai unsur penyelenggara pemerintahan daerah",15,angka-level clause,"Pemerintah daerah adalah gubernur, bupati, atau walikota dan perangkat daerah sebagai unsur penyelenggara pemerintahan daerah.",True,substantive_candidate,Governance and Institutional Responsibility,L5,weighted-rule-assisted,"pemerintah, pemerintah daerah, gubernur, bupati, walikota",0.906,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 4.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""pemerintah"", ""weight"": 0.2}, {""keyword"": ""pemerintah daerah"", ""weight"": 1.0}, {""keyword"": ""gubernur"", ""weight"": 1.0}, {""keyword"": ""bupati"", ""weight"": 1.0}, {""keyword"": ""walikota"", ""weight"": 1.0}], ""Environmental Protection and Safety"": []}",weighted keyword rule,False,,,,Governance and Institutional Responsibility,4.2,4.2,True,Environmental Protection and Safety,0.0,4.2,5,5,"pemerintah daerah, gubernur, bupati, walikota, pemerintah",,pemerintah,strong_evidence
C00034,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 1,,,30,Pasal 1 angka 30,BAB I,,,Menteri adalah menteri yang bidang tugasnya bertanggung jawab di bidang energi,11,angka-level clause,Menteri adalah menteri yang bidang tugasnya bertanggung jawab di bidang energi.,True,substantive_candidate,Other/Needs Review,L0,needs-manual-review,menteri,0.35,True,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 0.0, ""Renewable and Sustainable Energy"": 0.0, ""Economic and Pricing Policy"": 0.0, ""Governance and Institutional Responsibility"": 0.2, ""Environmental Protection and Safety"": 0.0}","{""Energy Security"": [], ""Energy Access and Equity"": [], ""Renewable and Sustainable Energy"": [], ""Economic and Pricing Policy"": [], ""Governance and Institutional Responsibility"": [{""keyword"": ""menteri"", ""weight"": 0.2}], ""Environmental Protection and Safety"": []}",only weak/general keyword matched,False,,,,No reliable theme candidate,0.0,0.0,not_applicable,No reliable second candidate,0.0,0.0,0,1,,,,weak_or_insufficient_evidence
C00035,UU30_2007,UU No. 30 Tahun 2007,Law,2007,Pasal 2,,,,Pasal 2,BAB II,,,"Energi dikelola berdasarkan asas kemanfaatan, rasionalitas, efisiensi berkeadilan, peningkatan nilai tambah, keberlanjutan, kesejahteraan masyarakat, pelestarian fungsi lingkungan hidup, ketahanan nasional, dan keterpaduan dengan mengutamakan kemampuan nasional",26,article-level clause,"Energi dikelola berdasarkan asas kemanfaatan, rasionalitas, efisiensi berkeadilan, peningkatan nilai tambah, keberlanjutan, kesejahteraan masyarakat, pelestarian fungsi lingkungan hidup, ketahanan nasional, dan keterpaduan dengan mengutamakan kemampuan nasional.",True,substantive_candidate,Environmental Protection and Safety,L6,weighted-rule-assisted,"lingkungan hidup, pelestarian fungsi lingkungan",0.738,False,"{""Energy Security"": 0.0, ""Energy Access and Equity"": 1.0, ""Renewable and Sustainable Energy"": 1.0, ""Economic and Pricing Policy"": 2.35, ""Governance and Institutional Responsibility"": 0.0, ""Environmental Protection and Safety"": 3.35}","{""Energy Security"": [], ""Energy Access and Equity"": [{""keyword"": ""berkeadilan"", ""weight"": 1.0}], ""Renewable and Sustainable Energy"": [{""keyword"": ""keberlanjutan"", ""weight"": 1.0}], ""Economic and Pricing Policy"": [{""keyword"": ""nilai tambah"", ""weight"": 1.0}, {""keyword"": ""peningkatan nilai tambah"", ""weight"": 1.35}], ""Governance and Institutional Responsibility"": [], ""Environmental Protection and Safety"": [{""keyword"": ""lingkungan hidup"", ""weight"": 2.0}, {""keyword"": ""pelestarian fungsi lingkungan"", ""weight"": 1.35}]}",weighted keyword rule,False,,,,Environmental Protection and Safety,3.35,3.35,True,Economic and Pricing Policy,2.35,1.0,2,6,"lingkungan hidup, pelestarian fungsi lingkungan",lingkungan hidup,,strong_evidence
